service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
6677,0,0,0,0,0,0,1,20200405,20200601
8703,0,0,0,0,0,0,1,20200405,20200628
8746,0,0,0,0,1,0,0,20200403,20200517
8745,1,1,1,1,0,0,0,20200406,20200517
8163,0,0,0,0,0,1,0,20200404,20200627
8157,1,1,1,1,1,0,1,20200403,20200701
14004,1,1,1,1,1,0,0,20200406,20200424
7925,1,1,1,1,1,0,0,20200525,20200701
14005,1,1,1,1,1,0,0,20200525,20200701
14006,0,0,0,0,0,1,1,20200404,20200405
14008,0,0,0,0,0,1,0,20200404,20200501
14009,0,0,0,0,0,0,1,20200413,20200426
14010,0,0,0,0,0,0,1,20200517,20200531
14011,0,0,0,0,0,1,0,20200508,20200613
5596,0,0,0,0,1,0,0,20200430,20200626
14012,0,0,0,0,0,1,1,20200411,20200425
5588,1,1,1,1,0,1,1,20200511,20200531
451,0,0,0,0,0,1,1,20200411,20200412
3937,1,1,1,1,1,1,1,20200403,20200425
3266,0,0,0,0,0,1,1,20200607,20200628
5590,1,1,1,1,1,0,0,20200413,20200424
45,0,0,0,0,0,1,1,20200502,20200510
13554,0,1,1,1,1,0,1,20200405,20200424
13556,0,0,0,0,0,1,0,20200501,20200613
13558,1,0,0,0,0,0,0,20200427,20200517
507,0,0,0,0,0,0,1,20200412,20200413
14013,1,1,1,1,1,0,0,20200406,20200410
9029,0,0,0,0,0,0,1,20200615,20200621
6676,0,0,0,0,0,0,1,20200607,20200628
8134,1,1,1,1,0,0,0,20200525,20200701
7048,0,0,0,0,0,0,1,20200426,20200601
2537,1,0,0,0,0,0,1,20200413,20200419
13557,1,1,1,1,1,0,0,20200525,20200621
3940,1,1,1,1,1,1,1,20200511,20200531
3425,0,0,0,0,1,0,0,20200403,20200424
7047,0,0,0,0,0,1,0,20200525,20200613
8132,1,1,1,1,0,0,0,20200406,20200423
6267,0,0,0,0,0,1,0,20200404,20200517
11710,1,1,1,1,1,0,0,20200403,20200517
6258,1,0,0,0,0,0,0,20200427,20200629
6032,0,1,0,0,0,0,0,20200406,20200420
14016,0,0,0,0,0,1,0,20200404,20200517
565,0,0,0,0,0,0,1,20200622,20200628
10723,0,0,0,0,0,0,1,20200426,20200601
14017,0,0,0,0,0,0,1,20200607,20200628
7870,0,0,0,0,1,0,0,20200430,20200626
13611,0,0,0,0,0,0,1,20200426,20200601
7247,1,1,1,1,1,0,0,20200403,20200517
8909,0,0,0,0,0,0,1,20200405,20200628
13385,0,0,0,0,0,0,1,20200405,20200628
9346,1,0,0,0,1,1,0,20200427,20200510
1408,0,0,0,0,1,0,1,20200501,20200510
50,0,0,0,1,1,0,0,20200521,20200522
9138,1,1,1,1,0,0,0,20200428,20200507
13541,1,1,1,1,1,1,1,20200601,20200701
1009,0,0,0,0,0,1,0,20200523,20200530
13544,1,1,1,1,1,0,1,20200511,20200602
9264,0,0,0,0,1,1,1,20200403,20200405
13546,1,1,1,1,1,0,1,20200420,20200502
8238,0,0,0,1,0,0,1,20200517,20200601
11259,1,1,1,1,1,1,1,20200601,20200701
1344,1,1,1,1,1,0,0,20200406,20200410
11258,1,1,1,1,1,1,1,20200428,20200602
11260,0,0,0,0,1,1,1,20200403,20200405
10413,0,0,0,1,1,0,0,20200413,20200426
10420,1,1,1,1,1,1,1,20200428,20200601
10409,0,0,0,0,1,1,1,20200410,20200418
6622,0,0,0,0,0,1,1,20200620,20200628
14019,0,0,0,0,0,0,1,20200607,20200614
7763,1,1,1,0,0,0,0,20200629,20200701
9141,1,1,1,1,1,1,0,20200603,20200613
9145,1,1,1,1,1,1,0,20200509,20200518
9149,1,1,1,1,1,0,1,20200519,20200602
9143,1,1,1,1,1,0,1,20200420,20200427
1974,0,0,0,0,0,1,0,20200404,20200425
14020,0,0,0,0,0,1,1,20200607,20200628
2348,1,1,1,1,1,0,0,20200428,20200602
5634,0,0,0,1,0,1,0,20200516,20200530
5633,1,1,1,1,1,0,0,20200601,20200701
1440,1,0,0,0,0,0,1,20200405,20200419
468,1,1,1,1,1,0,0,20200414,20200424
9561,1,1,1,1,1,1,1,20200601,20200701
9557,1,1,1,1,1,0,1,20200428,20200602
5437,0,0,0,0,1,1,1,20200403,20200405
3385,0,0,0,0,0,0,1,20200501,20200601
4202,0,0,0,0,0,0,1,20200601,20200607
11051,0,0,0,0,0,0,1,20200405,20200531
1510,0,0,0,0,0,0,1,20200426,20200503
14022,0,0,0,0,1,0,1,20200608,20200628
4949,0,0,0,0,0,0,1,20200608,20200628
2785,1,0,0,0,0,0,1,20200601,20200607
8858,0,0,0,0,0,1,1,20200404,20200628
3612,0,0,0,0,0,0,1,20200426,20200508
9769,0,0,0,1,0,0,1,20200426,20200507
11867,0,0,0,0,0,0,1,20200504,20200524
9023,0,0,0,0,0,0,1,20200608,20200628
349,0,0,0,0,0,0,1,20200426,20200510
13287,0,0,0,0,0,0,1,20200405,20200628
14024,0,1,1,1,1,0,0,20200403,20200517
10077,0,0,0,0,0,1,0,20200404,20200627
5494,0,0,0,0,0,1,0,20200425,20200502
1935,0,0,0,0,0,0,1,20200405,20200628
7229,0,0,0,0,0,1,0,20200404,20200627
14027,1,0,0,0,0,0,0,20200406,20200629
10677,0,0,0,0,0,1,1,20200404,20200517
7230,1,1,1,1,1,0,0,20200615,20200701
14028,1,1,1,1,1,0,0,20200608,20200701
522,1,1,1,1,1,0,0,20200420,20200507
14029,0,0,0,0,0,0,1,20200510,20200628
4203,0,0,0,0,0,0,1,20200608,20200628
14030,0,0,0,0,0,1,0,20200411,20200627
6497,1,0,0,0,0,0,1,20200524,20200607
11366,0,0,0,0,0,1,0,20200404,20200627
11361,1,1,1,1,1,0,0,20200608,20200701
14033,1,0,0,0,0,0,1,20200405,20200419
14035,1,1,1,1,0,0,0,20200504,20200507
14036,1,1,1,1,1,0,0,20200511,20200701
14038,0,0,0,0,0,1,0,20200404,20200418
14039,0,0,0,0,0,1,0,20200516,20200627
14040,1,1,1,1,1,0,0,20200403,20200417
14041,1,1,1,1,1,0,0,20200420,20200430
547,0,0,0,0,1,1,0,20200501,20200508
6995,0,0,0,0,0,1,0,20200404,20200517
6998,1,1,1,1,1,0,0,20200608,20200701
9014,0,0,0,0,0,0,1,20200413,20200628
7946,0,0,0,0,1,1,1,20200403,20200405
7948,0,0,0,0,0,1,1,20200525,20200701
8068,1,1,1,1,1,0,0,20200406,20200701
14042,0,0,0,0,1,0,0,20200410,20200517
5831,0,0,0,0,0,0,1,20200405,20200628
5902,1,1,1,1,1,0,0,20200608,20200612
7944,1,1,1,1,1,0,0,20200525,20200607
9136,1,1,1,1,0,1,0,20200404,20200517
9220,1,0,0,0,1,0,1,20200427,20200510
9410,1,1,1,1,1,1,0,20200403,20200701
8139,0,0,0,0,0,0,1,20200405,20200628
14044,0,0,0,0,0,0,1,20200405,20200628
14045,1,1,1,1,1,1,0,20200403,20200701
9225,1,1,1,1,0,0,1,20200405,20200517
2440,1,1,1,1,1,0,0,20200403,20200517
14046,1,1,1,1,0,0,1,20200405,20200517
6719,0,0,0,0,1,0,0,20200403,20200517
4253,0,0,0,0,1,0,0,20200403,20200517
6910,0,0,0,0,0,1,0,20200404,20200517
14047,0,0,0,0,1,0,0,20200403,20200517
14048,1,1,1,1,0,1,1,20200406,20200517
9168,1,1,1,1,1,1,0,20200403,20200412
9172,1,1,1,1,1,0,0,20200615,20200701
14049,0,0,0,0,0,1,1,20200404,20200405
9390,1,0,0,0,1,0,1,20200427,20200510
2035,0,0,0,0,1,0,0,20200501,20200510
5741,0,0,0,0,1,1,0,20200403,20200404
5738,1,1,1,1,1,1,0,20200406,20200701
14051,0,0,0,0,0,0,1,20200412,20200628
7441,1,1,1,1,1,0,0,20200525,20200626
14052,1,1,1,1,0,0,0,20200406,20200517
14053,0,0,0,0,1,0,0,20200403,20200517
14054,0,0,0,0,0,0,1,20200405,20200628
14055,0,0,0,0,1,0,0,20200403,20200517
14056,1,1,1,1,0,0,0,20200406,20200517
5194,0,0,0,0,1,0,0,20200619,20200626
13926,0,0,0,0,1,0,0,20200403,20200517
4363,1,1,1,1,1,0,0,20200406,20200517
9838,0,0,0,0,1,0,0,20200403,20200517
13689,0,0,0,0,1,0,1,20200601,20200628
7244,0,0,0,0,0,1,0,20200404,20200517
9131,0,0,0,0,0,0,1,20200405,20200628
14057,0,0,0,0,1,0,0,20200403,20200626
14058,1,1,1,1,1,0,0,20200403,20200430
14059,1,1,1,1,1,0,0,20200504,20200612
14060,1,1,1,1,1,0,0,20200403,20200430
381,1,1,1,1,1,0,0,20200615,20200626
14061,0,0,0,0,0,0,1,20200404,20200503
1387,1,1,1,0,0,0,0,20200629,20200701
14062,1,1,1,1,1,0,0,20200504,20200701
14063,0,0,0,0,0,1,1,20200425,20200628
2036,0,0,0,0,0,1,0,20200404,20200627
8973,1,0,1,1,1,0,0,20200420,20200424
8976,1,1,1,1,1,1,0,20200427,20200701
14065,0,0,0,0,0,0,1,20200405,20200628
14069,0,0,0,0,1,0,0,20200403,20200517
12600,1,1,1,1,0,0,0,20200406,20200517
14070,1,1,1,1,1,0,0,20200608,20200701
1738,1,1,1,1,0,0,0,20200420,20200507
14072,0,0,0,0,1,1,1,20200403,20200405
14073,1,0,1,1,1,1,1,20200420,20200503
11321,1,1,1,1,1,0,1,20200421,20200508
14074,0,0,0,0,0,1,1,20200504,20200531
14075,0,0,0,0,0,1,1,20200404,20200405
6894,1,1,1,1,0,0,1,20200420,20200507
6890,1,1,1,1,1,0,1,20200511,20200701
6425,0,0,0,0,0,0,1,20200504,20200524
14076,1,1,1,1,1,0,0,20200608,20200701
14078,1,0,0,0,0,0,1,20200405,20200419
14079,0,0,0,0,0,0,1,20200608,20200628
12102,0,0,0,0,0,1,0,20200511,20200613
14080,1,1,1,1,1,0,0,20200406,20200424
580,0,0,0,0,0,1,1,20200413,20200425
586,0,0,0,0,0,1,1,20200411,20200413
6699,1,1,1,1,1,0,0,20200511,20200607
6700,1,1,1,1,0,0,0,20200403,20200409
4644,0,1,1,1,1,0,0,20200403,20200424
463,1,0,0,0,0,1,1,20200413,20200425
7280,0,0,0,0,0,1,1,20200511,20200613
3264,0,0,0,0,0,1,1,20200511,20200613
3260,0,0,0,0,1,1,0,20200501,20200510
14081,1,0,0,0,0,1,1,20200413,20200425
4639,1,1,1,1,1,0,0,20200525,20200701
8713,1,1,1,1,1,0,0,20200403,20200424
8714,1,1,1,1,1,0,0,20200518,20200531
8715,1,0,0,0,0,0,0,20200427,20200517
4620,0,0,0,0,1,0,0,20200518,20200619
11415,0,0,0,0,0,1,0,20200501,20200613
4294,1,1,1,1,0,0,0,20200414,20200423
14083,0,0,0,0,0,1,1,20200418,20200425
14084,0,0,0,0,0,1,1,20200508,20200613
4629,1,1,1,1,0,0,0,20200622,20200701
4622,1,1,1,1,0,0,0,20200518,20200618
4627,0,0,0,0,0,1,1,20200511,20200531
14086,1,1,1,1,0,0,0,20200406,20200409
14088,0,0,0,0,0,1,1,20200404,20200405
14089,0,0,0,0,0,1,1,20200404,20200405
14091,0,0,0,0,1,0,1,20200426,20200503
14092,0,1,1,1,1,0,0,20200410,20200417
5997,1,1,1,1,1,0,0,20200406,20200517
14095,0,0,0,0,0,1,0,20200404,20200627
4967,0,0,0,0,1,0,0,20200410,20200626
4964,0,0,0,0,0,1,0,20200404,20200627
4966,0,0,0,0,0,0,1,20200524,20200614
4971,0,0,0,0,0,0,1,20200405,20200628
4972,1,1,1,1,0,0,0,20200406,20200517
6247,0,0,0,0,0,0,1,20200405,20200628
6250,0,0,0,0,0,1,0,20200404,20200627
6251,1,1,1,1,1,0,0,20200406,20200701
10829,1,1,1,1,0,0,1,20200518,20200618
10824,1,1,1,1,0,0,1,20200405,20200614
5022,0,0,0,0,1,1,0,20200522,20200523
5021,0,0,0,0,0,1,0,20200404,20200627
3271,0,0,0,0,0,1,0,20200530,20200613
6254,0,0,0,0,0,1,0,20200404,20200627
4834,0,0,0,0,1,0,0,20200501,20200508
8219,0,0,0,0,0,1,0,20200404,20200426
4687,1,1,1,1,1,0,1,20200405,20200426
4691,1,1,1,1,1,0,1,20200518,20200619
4840,1,1,1,1,1,0,0,20200518,20200619
4833,1,1,1,1,1,0,0,20200406,20200426
4822,1,1,1,1,1,1,1,20200518,20200619
7750,1,1,1,1,1,1,1,20200427,20200517
10821,0,0,0,0,1,0,0,20200529,20200619
14096,0,0,0,0,1,0,0,20200520,20200619
14097,1,1,1,1,0,0,1,20200518,20200618
14098,1,1,1,1,0,0,1,20200427,20200517
1431,1,1,1,1,1,0,0,20200406,20200424
4270,0,0,0,0,0,1,0,20200411,20200418
14100,1,1,1,1,0,0,0,20200427,20200510
14101,0,1,1,1,1,0,0,20200623,20200626
14103,0,0,0,0,1,1,0,20200501,20200502
14105,0,1,1,1,1,0,0,20200616,20200619
14107,0,0,0,0,0,1,0,20200516,20200613
239,0,0,0,0,1,0,0,20200520,20200619
14108,0,0,0,0,0,1,0,20200404,20200426
14109,1,1,1,1,1,0,0,20200406,20200517
14110,0,1,1,1,0,0,0,20200407,20200426
14111,1,0,0,0,1,0,1,20200405,20200426
14112,0,0,0,0,1,0,0,20200410,20200426
7011,0,1,1,1,0,0,0,20200519,20200618
13815,1,0,0,0,1,0,1,20200518,20200619
6107,1,0,0,0,0,0,0,20200518,20200615
14113,0,1,1,1,1,0,0,20200512,20200612
14114,1,1,1,1,1,0,1,20200405,20200426
14115,0,0,0,0,0,1,0,20200404,20200627
14116,0,0,0,0,1,0,0,20200501,20200508
12265,0,0,0,1,1,0,1,20200520,20200619
14117,0,0,0,0,0,1,0,20200502,20200517
6277,0,0,0,0,0,1,0,20200523,20200613
14118,0,0,0,1,1,0,1,20200405,20200426
14119,0,0,0,0,1,0,0,20200410,20200424
14120,1,1,1,1,0,1,1,20200404,20200426
6272,1,1,1,1,1,1,1,20200404,20200426
14122,0,1,1,0,0,0,0,20200630,20200701
14123,0,0,0,0,0,0,1,20200426,20200510
14124,0,0,0,0,0,1,0,20200404,20200627
14125,0,0,0,0,1,0,1,20200511,20200531
14126,0,0,0,1,1,0,0,20200521,20200522
14128,1,1,1,1,0,0,1,20200405,20200426
14129,0,0,0,0,1,0,0,20200410,20200424
5768,0,0,0,0,0,0,1,20200405,20200628
6041,1,0,0,0,1,1,0,20200427,20200510
6040,0,1,1,1,1,0,0,20200608,20200701
1768,0,0,0,0,1,1,0,20200522,20200523
14130,0,0,0,0,1,0,0,20200515,20200626
2732,0,0,0,0,0,0,1,20200608,20200621
14131,1,1,1,1,0,0,1,20200518,20200607
5516,1,1,1,1,0,1,0,20200404,20200701
5671,1,1,1,1,1,1,1,20200403,20200701
6876,1,1,1,1,1,0,0,20200403,20200517
6178,0,0,0,0,0,0,1,20200405,20200628
13808,0,0,0,0,1,0,0,20200403,20200626
13806,1,1,1,1,0,1,0,20200404,20200701
7851,1,1,1,1,1,1,0,20200403,20200701
1228,0,0,0,1,0,0,0,20200430,20200510
14132,0,0,0,0,0,0,1,20200405,20200628
2722,0,0,0,0,0,1,0,20200608,20200620
5520,0,0,0,0,1,0,0,20200403,20200626
14134,0,0,0,0,0,0,1,20200405,20200628
14135,0,0,0,0,0,1,0,20200518,20200607
13674,1,1,1,1,1,1,0,20200403,20200701
10773,0,0,0,0,0,0,1,20200405,20200628
14136,0,0,0,0,0,1,0,20200404,20200627
14137,0,1,0,0,1,0,0,20200403,20200424
14138,1,0,0,0,1,0,0,20200608,20200629
14139,0,0,0,0,0,1,0,20200525,20200627
14142,1,1,1,1,1,0,0,20200403,20200701
14143,1,1,1,1,1,0,0,20200403,20200701
14144,0,0,0,0,0,0,1,20200614,20200628
14146,0,0,0,0,0,1,0,20200501,20200627
14147,0,0,0,0,0,0,1,20200405,20200412
14149,0,0,0,0,0,0,1,20200525,20200607
14150,0,0,0,0,0,1,0,20200418,20200606
14151,1,1,1,1,1,0,1,20200403,20200701
14152,0,0,0,0,0,1,1,20200411,20200419
14153,0,0,0,0,0,0,1,20200405,20200628
14154,1,0,0,0,0,1,0,20200608,20200629
3944,0,0,0,0,0,1,0,20200404,20200627
14155,0,0,0,0,0,0,1,20200405,20200628
7758,0,0,0,0,0,0,1,20200426,20200628
14157,0,0,0,0,0,0,1,20200405,20200419
7014,0,0,0,0,0,0,1,20200426,20200628
7005,0,0,0,0,0,0,1,20200412,20200419
14158,1,1,1,1,1,0,0,20200403,20200424
2536,1,0,0,0,0,0,1,20200405,20200419
8639,1,1,1,1,1,0,1,20200426,20200701
14159,1,1,1,1,0,0,1,20200426,20200701
14160,0,0,0,0,1,1,0,20200425,20200627
14161,1,1,1,1,0,0,1,20200405,20200423
14162,0,0,0,0,1,1,0,20200403,20200424
14164,1,0,0,0,1,0,0,20200403,20200424
14165,1,0,0,0,0,0,1,20200405,20200419
14166,0,0,1,1,0,0,0,20200407,20200422
2579,0,1,1,1,0,0,1,20200426,20200701
2576,0,0,0,0,0,1,0,20200425,20200627
2592,1,0,0,0,1,0,0,20200608,20200629
1445,0,0,0,0,0,1,0,20200404,20200418
2573,0,0,0,0,0,1,0,20200425,20200627
14168,0,0,0,0,0,1,0,20200404,20200418
4721,1,1,1,1,0,0,0,20200406,20200423
6220,1,1,1,1,0,1,1,20200425,20200517
2727,0,0,0,0,1,0,0,20200410,20200424
6214,1,1,1,1,0,1,1,20200518,20200618
6223,0,0,0,0,1,0,0,20200520,20200619
6218,1,1,1,1,0,1,1,20200620,20200701
6215,0,0,0,1,1,0,0,20200430,20200515
7017,0,0,0,0,0,1,0,20200411,20200418
14169,0,0,0,0,0,1,0,20200425,20200627
1436,0,0,0,0,0,0,1,20200504,20200517
2432,0,1,1,1,1,1,0,20200616,20200620
14170,0,0,0,0,0,0,1,20200524,20200614
14171,0,0,0,0,0,0,1,20200504,20200517
6106,0,1,1,1,1,1,0,20200512,20200613
1439,1,1,1,1,1,0,0,20200622,20200701
278,1,1,1,1,1,0,0,20200518,20200619
93,0,0,0,0,0,1,0,20200521,20200613
177,0,0,0,0,0,0,1,20200524,20200614
14172,1,0,0,0,0,0,1,20200405,20200419
14173,1,0,0,0,0,0,0,20200425,20200517
6096,0,1,1,1,1,1,0,20200623,20200627
1447,0,1,1,1,1,0,0,20200406,20200424
14174,1,0,0,0,0,0,0,20200518,20200615
7026,1,0,0,0,0,0,0,20200518,20200615
7025,1,0,0,0,0,0,0,20200622,20200629
14179,0,0,0,0,0,1,1,20200404,20200418
14180,0,1,1,1,0,0,0,20200519,20200618
14181,0,0,0,0,1,0,0,20200430,20200626
14183,1,1,1,1,0,1,1,20200425,20200701
14184,0,0,1,1,0,0,0,20200415,20200416
1960,1,0,0,0,0,0,0,20200427,20200511
7003,1,0,0,0,0,0,0,20200406,20200412
14185,0,0,0,0,1,0,0,20200430,20200626
14186,0,1,1,1,0,0,0,20200623,20200701
14187,1,0,0,0,0,0,0,20200407,20200423
14189,0,0,0,0,1,0,0,20200410,20200424
14190,0,0,0,1,0,0,0,20200430,20200515
14191,0,0,0,0,1,0,0,20200520,20200619
6192,0,0,0,0,1,0,0,20200410,20200424
14192,0,1,1,0,0,0,0,20200428,20200514
9482,1,1,1,1,1,0,0,20200425,20200517
2723,0,0,0,0,0,1,0,20200608,20200620
5722,0,0,0,0,0,1,0,20200521,20200606
9491,1,1,1,0,0,0,0,20200629,20200701
9484,1,1,1,1,1,1,1,20200404,20200424
3968,0,0,0,0,0,1,1,20200613,20200614
9485,1,1,1,1,1,1,1,20200518,20200619
9298,0,1,1,0,0,0,0,20200630,20200701
5276,1,1,1,1,1,1,1,20200425,20200701
1360,1,1,1,1,1,0,0,20200403,20200424
2997,1,0,0,0,0,1,1,20200404,20200419
6069,0,0,0,0,0,1,0,20200516,20200627
6070,1,1,1,1,1,0,1,20200425,20200701
14194,0,0,0,0,0,1,0,20200425,20200627
14195,1,1,1,1,1,0,1,20200426,20200701
14197,0,0,0,0,0,0,1,20200426,20200628
14198,1,1,1,1,1,1,0,20200425,20200701
14199,0,0,0,0,0,0,1,20200405,20200419
14200,1,1,1,1,1,1,0,20200403,20200424
2438,1,0,0,0,0,1,1,20200404,20200419
9000,1,1,1,1,1,0,0,20200403,20200424
1073,0,0,0,1,0,1,0,20200521,20200523
5481,1,1,1,1,1,1,1,20200403,20200701
10854,1,1,1,1,1,0,0,20200403,20200424
10048,0,1,1,1,1,1,0,20200403,20200424
688,1,1,1,1,1,0,0,20200525,20200701
5621,0,1,1,0,0,0,0,20200407,20200408
2681,1,1,1,0,0,0,0,20200629,20200701
10047,1,1,1,1,1,1,0,20200425,20200627
719,0,1,1,1,1,0,0,20200428,20200701
2197,0,1,1,1,1,0,0,20200403,20200424
14201,1,1,1,1,1,1,1,20200413,20200701
10855,1,0,0,0,0,1,1,20200404,20200419
10850,0,0,0,0,0,1,1,20200504,20200628
8689,0,0,0,0,0,1,1,20200425,20200628
14204,0,0,0,0,0,0,1,20200425,20200503
8691,0,0,0,0,0,1,1,20200404,20200419
14205,1,1,1,1,0,0,0,20200420,20200423
14206,1,1,1,0,0,0,0,20200427,20200429
5858,0,0,0,0,1,0,0,20200515,20200626
14207,1,1,1,1,0,0,0,20200504,20200701
4483,1,1,1,1,0,0,0,20200406,20200416
14208,0,0,0,0,0,1,1,20200509,20200628
747,0,0,0,0,1,0,0,20200410,20200417
7006,0,0,0,0,0,0,1,20200412,20200419
1567,0,0,0,0,1,1,0,20200501,20200502
1799,0,0,0,0,1,1,1,20200410,20200412
11247,1,0,0,0,0,0,0,20200406,20200420
11246,1,0,0,0,0,0,0,20200427,20200629
3715,0,0,0,0,1,1,1,20200425,20200628
2280,1,1,1,1,0,0,0,20200406,20200423
3716,0,0,0,0,0,1,1,20200404,20200419
720,0,0,0,0,1,0,0,20200403,20200424
14210,1,1,1,1,0,0,0,20200525,20200625
14211,1,1,1,0,0,0,0,20200629,20200701
1878,0,0,0,1,1,1,0,20200521,20200523
692,1,1,1,1,1,0,1,20200403,20200424
