,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8,display_name,house_number,road,neighbourhood,city_district,city,municipality,county,state,country,postcode,country_code,suburb,pharmacy,footway,residential,town,state_district,address29,pedestrian,bar,hamlet,village,cycleway,attraction,pub,post_office,restaurant,convenience,aerodrome,retail,hotel,locality,public_building,newsagent,clothes,province,estate_agent,cafe,place_of_worship,arts_centre,cinema,building,fast_food,post_box,supermarket,townhall,beauty,region,bank,parking,shoes,hairdresser,museum,industrial,clinic,commercial,alcohol,marina,theatre,memorial,artwork,castle,archaeological_site,subway_entrance,bakery,bus_stop,car,information,station,house,chalet,community_centre,bay,nightclub,courthouse,mobile_phone,hostel,optician,garden_centre,school,monument,books,travel_agency,computer,butcher,dry_cleaning,bicycle,mall,doctors,furniture,university,library,tram_stop,college,caravan_site,car_rental,stadium,sports_centre,water,path,wood,pitch,recycling,shop,address26,crematorium,car_repair,kindergarten,ferry_terminal
3149,Paname Brewing Company,"41 bis Quai de la Loire, 75019 Paris, France",48.8878312,2.3787631,0,0,3,Paname Baron Rouge,7.0,,50,Bête Noir - Black IPA,7.0,,50.0,Ole De Biche - American Pale Ale,7.0,,50.0,Casque d’or - Saison w/ ginger and orange,7.0,,50.0,Barge Du Canal - IPA,7.0,,50.0,,,,,,,,,,,,,"Paname Brewing Company, 41 bis, Quai de la Loire, Quartier de la Villette, Paris, Île-de-France, France métropolitaine, 75019, France",41 bis,Quai de la Loire,,,Paris,Paris,Paris,Île-de-France,France,75019,fr,Quartier de la Villette,,,,,,,,Paname Brewing Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,Panic Room,"101 Rue Amelot, 75011 Paris, France",48.8612458,2.3676234,"[17, 30]","[20, 0]",3,Cheapest beer,6.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101, Rue Amelot, Quartier de la Folie-Méricourt, Paris, Île-de-France, France métropolitaine, 75011, France",101,Rue Amelot,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Folie-Méricourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,Papagallo,"25 Rue des cinq Diamants, 75013 Paris, France",48.8287101,2.3507211,"[16, 0]","[20, 0]",10,Mell's Brau,5.0,3.5,50,La Chouffe,7.0,5.0,50.0,Maredsous Triple,7.0,5.0,50.0,Vedett Extra IPA,7.0,5.0,50.0,Vedett Extra White,7.0,5.0,50.0,Page 24 Blonde,7.0,5.0,50.0,Chouffe cherry,7.0,5.0,50.0,,,,,"25, Rue des Cinq Diamants, Cité Florale, Quartier de la Maison-Blanche, Paris, Île-de-France, France métropolitaine, 75013, France",25,Rue des Cinq Diamants,Cité Florale,,Paris,Paris,Paris,Île-de-France,France,75013,fr,Quartier de la Maison-Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,Para Bar,"Brativ Rohatyntsiv St, L'viv, Lviv Oblast, Ukraine",49.8404896,24.0333772,0,0,1,Cheapest beer,1.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rent and Stay Apartments, 15, Сербська вулиця, Хорущина, Штіллерівка, Львів, Галицький район, Львівська міська рада, Львівська область, 79008, Україна",15,,Хорущина,,Львів,Галицький район,Львівська міська рада,Львівська область,Україна,79008,ua,Штіллерівка,,,,,,Rent and Stay Apartments,Сербська вулиця,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,Paradiz,"22 Rue Masséna, 59800 Lille, France",50.6329886,3.0549197,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20, Rue Masséna, Wazemmes, Lille, Nord, Hauts-de-France, France métropolitaine, 59000, France",20,Rue Masséna,Wazemmes,Lille,Lille,Lille,Nord,Hauts-de-France,France,59000,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,Parcero,"63 Rue Pargaminières, 31000 Toulouse, France",43.6044465,1.4394981000000002,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63, Rue Pargaminières, Capitole, Toulouse Centre, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31000, France",63,Rue Pargaminières,Capitole,,Toulouse,Toulouse,Haute-Garonne,Occitanie,France,31000,fr,Toulouse Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,Pari's Café,"174 Avenue de Clichy, 75017 Paris, France",48.892314899999995,2.3174292000000003,"[16, 0]","[22, 0]",1,Cheapest beer,5.8,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174, Avenue de Clichy, Quartier des Épinettes, Paris, Île-de-France, France métropolitaine, 75017, France",174,Avenue de Clichy,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Épinettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,Paris Express,"Mnceba, Afrique du Sud",-29.25,30.8333333,"[17, 0]","[19, 0]",0,Cheapest beer,26.0,2.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mnceba, L656, uMshwathi Ward 4, uMshwathi Local Municipality, uMgungundlovu District Municipality, KwaZulu-Natal, South Africa",,L656,,,uMshwathi Local Municipality,,uMgungundlovu District Municipality,KwaZulu-Natal,South Africa,,za,uMshwathi Ward 4,,,,,,,,,,,,,,Mnceba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,Paris Madeira,"28 Rue de Caumartin, 75009 Paris, France",48.8721628,2.3282761,"[16, 0]","[23, 0]",9,Cheapest beer,7.5,5.5,50,super bock,,5.5,50.0,slavia,,5.5,50.0,,,,,,,,,,,,,,,,,,,,,"28, Rue de Caumartin, Quartier de la Chaussée-d'Antin, Paris, Île-de-France, France métropolitaine, 75009, France",28,Rue de Caumartin,,,Paris,Paris,Paris,Île-de-France,France,75009,fr,Quartier de la Chaussée-d'Antin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,Paris Orléans,"129 Avenue du Général Leclerc, 75014 Paris, France",48.8234505,2.3258011,"[16, 0]","[19, 0]",1,Cheapest beer,9.6,5.5,50,Leffe Blonde,,10.2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"129, Avenue du Général Leclerc, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",129,Avenue du Général Leclerc,,Paris 14e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75014,fr,Quartier du Petit-Montrouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,Paris Texas,"74 Rue du Faubourg Saint-Denis, 75010 Paris, France",48.8730674,2.3547156000000005,"[16, 0]","[19, 0]",0,Cheapest beer,6.9,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Café d'Athènes, 74, Rue du Faubourg Saint-Denis, Quartier de la Porte-Saint-Denis, Paris, Île-de-France, France métropolitaine, 75010, France",74,Rue du Faubourg Saint-Denis,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de la Porte-Saint-Denis,,,,,,,,,,,,,,,Grand Café d'Athènes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,Parlament,"Carrer del Parlament, 26, 08015 Barcelona, Espagne",41.375893100000006,2.1618049999999998,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20, Carrer de Viladomat, Superilla Sant Antoni, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08015, España",20,,,,Barcelona,Barcelonès,Barcelona,Catalunya,España,08015,es,Eixample,,Carrer de Viladomat,Superilla Sant Antoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,París Beaubourg,"23 Rue Saint-Merri, 75004 Paris-4E-Arrondissement, France",48.8596283,2.3521197999999996,"[17, 0]","[22, 0]",1,Cheapest beer,7.5,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, Rue Saint-Merri, Beaubourg, Quartier Saint-Merri, Paris, Île-de-France, France métropolitaine, 75004, France",23,,Beaubourg,,Paris,Paris,Paris,Île-de-France,France,75004,fr,Quartier Saint-Merri,,,,,,,Rue Saint-Merri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,Pastelaria Morabeza,"Mindelo, Cap-Vert",16.8874145,-24.9863842,0,0,1,Estrela Kriola,1.0,,25,Super Bock,1.2,,25.0,Sagres,1.2,,25.0,,,,,,,,,,,,,,,,,,,,,"Rua Unidade Africana, (Cidade) Mindelo, Alto Mira, Mindelo, São Vicente, 2110, Cabo Verde",,Rua Unidade Africana,,,Mindelo,,São Vicente,,Cabo Verde,2110,cv,Alto Mira,,,(Cidade) Mindelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,Pata Negra,"Plaza Rosa Chacel, Valladolid, España",41.6418305,-4.718819979443803,0,0,0,Cheapest beer,1.6,,50,Leffe Blonde,1.6,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,"Fuente, Plaza de Rosa Chacel, Las Viudas-Aramburu, Las Delicias, Valladolid, Castilla y León, 47013, España",,,Las Viudas-Aramburu,,Valladolid,,Valladolid,Castilla y León,España,47013,es,Las Delicias,,,,,,Fuente,Plaza de Rosa Chacel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,Pause Café,"39 Boulevard Henri IV, 75004 Paris, France",48.8513094,2.3630939,0,0,0,Cheapest beer,5.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14, Boulevard Henri IV, Quartier de l'Arsenal, Paris, Île-de-France, France métropolitaine, 75004, France",14,Boulevard Henri IV,,,Paris,Paris,Paris,Île-de-France,France,75004,fr,Quartier de l'Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,Peace & Love,"245 Rue la Fayette, 75010 Paris, France",48.88257760000001,2.3690866,"[16, 0]","[20, 0]",0,Cheapest beer,4.8,4.2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245, Rue La Fayette, Quartier de l'Hôpital Saint-Louis, Paris, Île-de-France, France métropolitaine, 75010, France",245,Rue La Fayette,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de l'Hôpital Saint-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,Pelatti's Vermuteria,"Carrer de Floridablanca, 24, 08015 Barcelona, Espagne",41.378431299999995,2.1584357000000005,0,0,0,Cheapest beer,3.75,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76, Carrer de Viladomat, Superilla Sant Antoni, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08015, España",76,,,,Barcelona,Barcelonès,Barcelona,Catalunya,España,08015,es,Eixample,,Carrer de Viladomat,Superilla Sant Antoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,Pena Osmosa,"Rue des Ursulines, 40500 Saint-Sever, France",43.759764399999995,-0.5727291,0,0,0,Kronenbourg,4.0,,50,ipa micromegas,6.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"Maison du Docteur Sentex, Rue des Ursulines, Cité Montadour, Péré, Saint-Sever, Mont-de-Marsan, Landes, Nouvelle-Aquitaine, France métropolitaine, 40500, France",,Rue des Ursulines,Cité Montadour,,,Mont-de-Marsan,Landes,Nouvelle-Aquitaine,France,40500,fr,,,,,,,,,,Péré,Saint-Sever,,,,,,,,,,,,,,,,,,,,Maison du Docteur Sentex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,Penny Lane Pub,"1 Rue de Coetquen, 35000 Rennes, France",48.1110364,-1.6785337,0,0,0,Cheapest beer,5.2,,50,Guinness,7.0,,50.0,Newcastle Brown Ale,6.5,,50.0,Affligem,6.4,,50.0,Skummen pale ale,7.0,,50.0,Tennents,6.5,,50.0,Mort subite kriek,6.9,,50.0,TBD,,,,"The Penny Lane, 1, Rue de Coëtquen, Centre-Ville, Centre, Quartiers Centre, Rennes, Bretagne, France métropolitaine, 35000, France",1,Rue de Coëtquen,Centre-Ville,Quartiers Centre,Rennes,,,Bretagne,France,35000,fr,Centre,,,,,,,,The Penny Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,Pepa Tomate,"Carrer del Parlament, 35, 08015 Barcelona, Espagne",41.375893100000006,2.1618049999999998,0,0,0,Cheapest beer,3.9,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20, Carrer de Viladomat, Superilla Sant Antoni, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08015, España",20,,,,Barcelona,Barcelonès,Barcelona,Catalunya,España,08015,es,Eixample,,Carrer de Viladomat,Superilla Sant Antoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,Peps,"1 Quai Claude Bernard, 69007 Lyon, France",45.7544501,4.839613,"[16, 0]","[20, 0]",1,Cheapest beer,5.0,5.0,50,Cuvée des Trolls,6.0,5.0,50.0,Maredsous Blonde,6.0,5.0,50.0,Guinness,6.0,5.0,50.0,Orange Mécanique,6.5,5.0,50.0,Bellerose,6.0,5.0,50.0,Liefmann Fruitesse on the Rocks,6.0,5.0,50.0,TBD,,,,"1, Quai Claude Bernard, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France",1,Quai Claude Bernard,,Lyon 7e Arrondissement,Lyon,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69007,fr,Lyon 7e Arrondissement,,,,,Circonscription départementale du Rhône,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,Pergo Café,69 Rue Pergolese,46.0264541,10.9592319,0,0,2,Cheapest beer,10.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chiesa di Pergolese, Piazza Don Vittorio Pisoni, Ponte Oliveti, Madruzzo, Comunità della Valle dei Laghi, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38072, Italia",,Piazza Don Vittorio Pisoni,,,Madruzzo,Comunità della Valle dei Laghi,Provincia di Trento,Trentino-Alto Adige/Südtirol,Italia,38072,it,,,,,,,,,,Ponte Oliveti,,,,,,,,,,,,,,,,,,Chiesa di Pergolese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,Peter Mc Cool,"22 Rue Scribe, 44000 Nantes, France",47.2140213,-1.5624251,0,0,5,Kronenbourg,3.6,,50,Vedett Extra IPA,7.0,,50.0,Guinness,,,50.0,Orval,5.9,,33.0,,,,,,,,,,,,,,,,,"22, Rue Scribe, Graslin - Commerce, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44000, France",22,,Graslin - Commerce,,Nantes,Nantes,Loire-Atlantique,Pays de la Loire,France,44000,fr,Centre Ville,,,,,,,Rue Scribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,Petit Bain,"7 Port de la Gare, 75013 Paris, France",48.8354259,2.3767186093363635,"[17, 0]","[19, 0]",0,Cheapest beer,8.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port de la Gare, Rue Raymond Aron, Quartier de la Gare, Paris, Île-de-France, France métropolitaine, 75013, France",,Rue Raymond Aron,,,Paris,Paris,Paris,Île-de-France,France,75013,fr,Quartier de la Gare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port de la Gare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,Petit À Petit,"61 Rue Louis Rouquier, 92300 Levallois-Perret, France",48.89119470000001,2.2877028999999998,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61, Rue Louis Rouquier, Levallois-Perret, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92300, France",61,Rue Louis Rouquier,,,,Arrondissement de Nanterre,Hauts-de-Seine,Île-de-France,France,92300,fr,,,,,Levallois-Perret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,Philae,"26 Rue Saint-Jean, 62520 Le Touquet-Paris-Plage, France",50.523745299999995,1.5852605,0,0,0,Heineken,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Taverne royale, 53, Rue Saint-Jean, L'Hermitage, Le Touquet-Paris-Plage, Montreuil, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62520, France",53,Rue Saint-Jean,L'Hermitage,,,Montreuil,Pas-de-Calais,Hauts-de-France,France,62520,fr,,,,,,,,,,,Le Touquet-Paris-Plage,,,,,La Taverne royale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,Phénix,"19 Rue Stanislas, 54000 Nancy, France",48.6929374,6.1815644,0,0,2,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19, Rue Stanislas, Saint-Nicolas - Charles III - Ville vieille - Trois Maisons - Léopold, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54100, France",19,Rue Stanislas,,,Nancy,Nancy,Meurthe-et-Moselle,Grand Est,France,54100,fr,Saint-Nicolas - Charles III - Ville vieille - Trois Maisons - Léopold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,Pickwick'S,"3 Rue Rameau, 44000 Nantes, France",47.21316820000001,-1.5607253,"[16, 0]","[19, 0]",2,Pelforth,5.5,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3, Rue Rameau, Graslin - Commerce, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44000, France",3,,Graslin - Commerce,,Nantes,Nantes,Loire-Atlantique,Pays de la Loire,France,44000,fr,Centre Ville,,,,,,,Rue Rameau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,Pigalle,"22 Boulevard de Clichy, 75018 Paris, France",48.8826028,2.3374516,"[16, 0]","[19, 0]",0,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Café-Bar Le Pigalle, Rue André Antoine, Quartier des Grandes-Carrières, Paris, Île-de-France, France métropolitaine, 75018, France",,Rue André Antoine,,,Paris,Paris,Paris,Île-de-France,France,75018,fr,Quartier des Grandes-Carrières,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café-Bar Le Pigalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,Pijalnia Wódki I Piwa,"Piotrkowska 92, 90-103 Łódź, Polska",51.7663653,19.457295600000002,0,0,0,Cheapest beer,1.0,,50,Warka,1.0,,40.0,Brackie niepasteryzowane,1.0,,40.0,,,,,,,,,,,,,,,,,,,,,"Apartament Piotrkowska, 92, Piotrkowska, Katedralna, Łódź-Śródmieście, Łódź, województwo łódzkie, 90-103, Polska",92,,Katedralna,,Łódź,,,województwo łódzkie,Polska,90-103,pl,Łódź-Śródmieście,,,,,,Apartament Piotrkowska,Piotrkowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,Pikole Beach Bar,"2890 Alcochete, Portugal",38.7560499,-8.9608437,0,0,0,Cheapest beer,2.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alternativa, 10, Largo de São João, Várzea, Vale de Figueira, Alcochete, Setúbal, Península de Setúbal, Área Metropolitana de Lisboa, 2890-028, Portugal",10,,Várzea,,,Alcochete,Setúbal,Área Metropolitana de Lisboa,Portugal,2890-028,pt,,,,,Alcochete,Península de Setúbal,,Largo de São João,,Vale de Figueira,,,,,,Alternativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,Pili Pili,"70 Rue Jean-Pierre Timbaud, 75011 Paris, France",48.86698300000001,2.3750256000000003,"[17, 0]","[19, 0]",0,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pili Pili, 70, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris, Île-de-France, France métropolitaine, 75011, France",70,Rue Jean-Pierre Timbaud,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Folie-Méricourt,,,,,,,,Pili Pili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,Piment Café,15 Rue de Sévigné,48.8564018,2.3624947999999995,"[17, 0]","[20, 0]",32,Amstel,3.8,3.8,50,Guinness,7.5,7.5,50.0,Blanche Des Neiges,4.3,4.3,50.0,Bar & Beer IPA,7.0,7.0,50.0,,,,,,,,,,,,,,,,,"15, Rue de Sévigné, Quartier des Archives, Paris, Île-de-France, France métropolitaine, 75004, France",15,Rue de Sévigné,,,Paris,Paris,Paris,Île-de-France,France,75004,fr,Quartier des Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,Pinocchio,"19 Boulevard Edgar Quinet, 75014 Paris, France",48.84117929999999,2.3238947999999997,"[17, 0]","[23, 0]",2,Blonde basique ,8.0,5.5,50,Affligem,9.5,7.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"La Bohème, 19, Boulevard Edgar Quinet, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",19,Boulevard Edgar Quinet,,Paris 14e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75014,fr,Quartier du Montparnasse,,,,,,,,,,,,,,,,,,,,,,,,,,La Bohème,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,Pirada,"7 Rue de Lappe, 75011 Paris, France",48.85406939999999,2.3720521,"[16, 0]","[20, 0]",0,Cheapest beer,5.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pirada, 7, Rue de Lappe, Quartier de la Roquette, Paris, Île-de-France, France métropolitaine, 75011, France",7,Rue de Lappe,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Roquette,,,,,,,,,,,,,,,Pirada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,Piston Pélican,"15 Rue de Bagnolet, 75020 Paris, France",48.8568076,2.3957212,0,0,2,Pills,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piston Pélican, 15, Rue de Bagnolet, Quartier du Père-Lachaise, Paris, Île-de-France, France métropolitaine, 75020, France",15,Rue de Bagnolet,,,Paris,Paris,Paris,Île-de-France,France,75020,fr,Quartier du Père-Lachaise,,,,,,,,,,,,,,,,,,,,,,,,,,Piston Pélican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,Piwoteka Narodowa,"6 Sierpnia 1/3, 90-606 Łódź, Polska",51.7687181,19.4554044,0,0,0,Cheapest beer,2.5,,50,Conrelius Grejphrut,3.0,,50.0,Jabłko w piwie,3.0,,50.0,Ciechan miodowe,3.0,,50.0,Javer ,2.5,,33.0,,,,,,,,,,,,,"Piwoteka Pub, 1-3, 6 Sierpnia, Katedralna, Łódź-Śródmieście, Łódź, województwo łódzkie, 90-606, Polska",1-3,,Katedralna,,Łódź,,,województwo łódzkie,Polska,90-606,pl,Łódź-Śródmieście,,,,,,,6 Sierpnia,,,,,,Piwoteka Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
